harmstring,cuadriceps,t
0.000480546412291005,0.000305435096379369,1713350763.76493
0.000476291228551418,0.000303247419651598,1713350763.76649
0.000482421572087333,0.000300747196888551,1713350763.78082
0.000485763215692714,0.000303992652334273,1713350763.78236
0.000476387387607247,0.000301252031931654,1713350763.79275
0.00047847893438302,0.000306348636513576,1713350763.79389
0.000481988856336102,0.000300122133921832,1713350763.82478
0.000472540908958763,0.000298823957564309,1713350763.82632
0.000481988856336102,0.000302574277156964,1713350763.85287
0.000484945834614337,0.000298222934361547,1713350763.85417
0.000477661553304642,0.000306925619952381,1713350763.8771
0.000476339308079332,0.000303175300359726,1713350763.87851
0.000474392028991133,0.000302814674796537,1713350763.89793
0.000468694430310279,0.000306156318401918,1713350763.8999
0.00047504113172181,0.000308800779748708,1713350763.929
0.000461650546640158,0.000306300556985661,1713350763.93127
0.000456049107015133,0.000306949659716338,1713350763.95708
0.000459270522696897,0.000306132278637961,1713350763.95855
0.000463693984784186,0.000307406415231526,1713350764.0052
0.000453933520475403,0.000306540954625234,1713350764.00688
0.000456313544418663,0.000313560798531398,1713350764.05715
0.00045210644020699,0.000315171520924196,1713350764.05856
0.00044645692105405,0.000309954717522487,1713350764.08534
0.000444389443146065,0.000306901580188423,1713350764.08666
0.000430950778536499,0.000308993097860366,1713350764.11316
0.000423329911427572,0.000315147481160238,1713350764.11465
0.000417295756051317,0.000310219154926017,1713350764.20162
0.000393086927942932,0.000310507661197335,1713350764.20248
0.000379744422389194,0.000314859003992751,1713350764.25291
0.000358997436705977,0.000316878402372822,1713350764.25404
0.000344693311490118,0.00031759962439537,1713350764.27695
0.000310435541905463,0.000322936626616865,1713350764.27872
0.000325749366311356,0.000323922286042944,1713350764.33787
0.00028117818874307,0.000327864923747256,1713350764.33886
0.000293150369543582,0.000321926898322999,1713350764.36644
0.000270696502411738,0.000327167741488665,1713350764.36759
0.000257642503129318,0.000323056825436652,1713350764.41392
0.000225764742936008,0.000329956441419199,1713350764.41463
0.000195425571291707,0.000329139060340822,1713350764.43715
0.000165038320119493,0.000328369787894189,1713350764.43864
0.000130852669826709,0.000336639728629962,1713350764.4613
0.00011154812091263,0.000335317483404651,1713350764.46262
4.38018687418662E-05,0.000334812648361549,1713350764.48457
5.74328587390482E-05,0.000336808006977662,1713350764.48553
3.59646510332823E-05,0.000340197730110958,1713350764.51734
4.93552361149341E-05,0.00034529430558905,1713350764.51878
1.41358395921998E-05,0.00034397208946757,1713350764.5927
3.13969503622502E-05,0.0003501505125314,1713350764.59423
-1.13711766971392E-05,0.000348131114151329,1713350764.62087
-1.45204876389471E-05,0.000345198146533221,1713350764.62262
1.02172307379078E-05,0.000345606851624325,1713350764.64458
-1.77178808371536E-05,0.000334331823978573,1713350764.64568
-2.25259882427054E-05,0.000364142091711983,1713350764.68928
-3.15892721118871E-05,0.00033329808502458,1713350764.69087
-4.07968000217807E-05,0.000381571502657607,1713350764.74483
-6.59191719023511E-05,0.000372604379663244,1713350764.74648
-7.71701452322304E-05,0.000305266818031669,1713350764.77303
-7.47660888009705E-05,0.000353900832124054,1713350764.77459
-5.97888320044149E-05,0.00033921207068488,1713350764.80193
-9.63544953265227E-05,0.000357867509592324,1713350764.80301
-0.000140781412483193,0.000358516612323001,1713350764.86495
-0.000193093641428277,0.000354549934854731,1713350764.8663
-0.000238890876062214,0.000309762399410829,1713350764.893
-0.000248410942731425,0.000368012639228255,1713350764.89466
-0.000270864809863269,0.000395058246795088,1713350764.9447
-0.000314786855597049,0.000365151820005849,1713350764.94643
-0.000330365146510303,0.000366257678251714,1713350765.01329
-0.000343034509569406,0.000365440297173336,1713350765.01462
-0.000402631005272269,0.000368012639228255,1713350765.03731
-0.000376907642930746,0.000386283441912383,1713350765.03872
-0.000397895026253536,0.000372051435988396,1713350765.06129
-0.000387870124541223,0.000380513723939657,1713350765.06261
-0.000397919066017494,0.000377172080334276,1713350765.08964
-0.000422079814597964,0.000377628835849464,1713350765.09106
-0.000426503276685253,0.000387653766665608,1713350765.14068
-0.000420493131969124,0.000396837247535586,1713350765.14163
-0.0004453991423361,0.000403304147766903,1713350765.22116
-0.000460953364381567,0.000421334552811459,1713350765.22262
-0.000466675031930208,0.000403688783990219,1713350765.27261
-0.000474824773846194,0.000401981931645423,1713350765.27394
-0.000534421240445226,0.000396813207771629,1713350765.29688
-0.000601470354013145,0.000397197843994945,1713350765.2982
-0.000572357268538326,0.000398736447095871,1713350765.3253
-0.000516294676344842,0.000399337470298633,1713350765.3268
-0.000487229670397937,0.00039037034730427,1713350765.34487
-0.000488047051476315,0.000406525592552498,1713350765.34647
-0.000492109917104244,0.000410660548368469,1713350765.37681
-0.000454342225566506,0.000416622613556683,1713350765.37784
-0.000475449807709083,0.000403833051677793,1713350765.42886
-0.000475257489597425,0.000405035068979487,1713350765.42996
-0.00048720563063398,0.0004089777066838,1713350765.48527
-0.0004879989719484,0.000403760932385922,1713350765.4867
-0.000505452393554151,0.000401909783249721,1713350765.50951
-0.000518025597557426,0.000393159047234803,1713350765.51076
-0.000518891087267548,0.000383326463634148,1713350765.55692
-0.000503024319186807,0.00038895194302313,1713350765.55828
-0.000492013758048415,0.000384384242352098,1713350765.58094
-0.000468910788185895,0.000392606103559956,1713350765.58246
-0.00043313845526427,0.0004009481635876,1713350765.62907
-0.000417151488363743,0.00039618814480491,1713350765.63076
-0.00040739105315879,0.000390875182347372,1713350765.68089
-0.000369455054169521,0.000389360619010404,1713350765.68263
-0.000325989763950929,0.000394817849155515,1713350765.69681
-0.000286322872852907,0.000367051019566134,1713350765.69796
-0.000252377620199695,0.000383230304578319,1713350765.74865
-0.000215066698729061,0.000370705180102959,1713350765.74971
-0.000198671041289344,0.000371234054910019,1713350765.78164
-0.000209056554012932,0.000366738473530859,1713350765.78287
-0.000245429895585403,0.000368733861250803,1713350765.8287
-0.000310748058836907,0.000366594234947115,1713350765.87294
-0.000427657214459032,0.000353780633304268,1713350765.88109
-0.000511486607138068,0.000404025369789451,1713350765.88271
-0.000545840535778552,0.000394889968447387,1713350765.91369
-0.000535358849447221,0.000436239701230079,1713350765.91486
-0.000575819110963494,0.000366882712114602,1713350765.9373
-0.000598705664742738,0.000362290971679613,1713350765.93906
-0.000575290177948773,0.00035358831519261,1713350766.00933
-0.000593873555772007,0.00032034024479799,1713350766.0105
-0.000584521738346666,0.000381884019589052,1713350766.06986
-0.000590411713346839,0.000329788163071498,1713350766.07126
-0.000588248018175364,0.000336062745191157,1713350766.0926
-0.000520766247063875,0.000348804227542132,1713350766.09429
-0.000608634436503053,0.000298174854833633,1713350766.12125
-0.000581973465159535,0.000388471118640155,1713350766.12266
-0.000569568539503962,0.000489128869958222,1713350766.14517
-0.000595652556512505,0.000373445800505579,1713350766.14667
-0.000513337727170438,0.000211580816539936,1713350766.18872
-0.000540311215445399,0.000229491022764705,1713350766.19038
-0.000531031575519592,0.000515453284606338,1713350766.222
-0.000586853711865842,0.000342601764714345,1713350766.22363
-0.000425373378675431,0.000304978340864182,1713350766.26906
-0.00028382265008986,0.000355848111212254,1713350766.27082
-0.000300122133921832,0.00022631767205894,1713350766.29291
-0.000443187396740541,0.000174293934833258,1713350766.29443
-0.000510548998136073,0.000251584278885275,1713350766.34615
-0.000543196045327932,0.000277740386081859,1713350766.34677
-0.000506077485624701,0.000154773020767607,1713350766.39677
-0.000437489798059687,0.000262594840023667,1713350766.41708
-0.00049497076543048,0.000228216871619225,1713350766.44114
-0.000478454894619063,0.000292885932140052,1713350766.44252
-0.000439388997619972,0.000258219457464293,1713350766.46469
-0.000412343390053138,0.000234587612794712,1713350766.46631
-0.000396813207771629,0.000219922891119495,1713350766.51653
-0.000312767457216978,0.000224178060307167,1713350766.51761
-0.000310291274217889,0.000268340547336265,1713350766.54064
-0.000229611221584491,0.000270167627604678,1713350766.54251
-0.000314257980789989,0.000242905647610314,1713350766.59348
-0.000288534589344636,0.000305507215671241,1713350766.59471
-0.000303776294458657,0.000222639471758157,1713350766.62173
-0.000279230909654871,0.000256969360634685,1713350766.62302
-0.000351184251485392,0.000224250179599039,1713350766.67018
-0.000292741693556309,0.00023747248633299,1713350766.67125
-0.000296636251732707,0.000246752140810713,1713350766.70151
-0.000250646698987111,0.000333826988935471,1713350766.70289
-0.000294881290756166,0.000236462787142955,1713350766.74532
-0.000302454078337178,0.000229322744417004,1713350766.74682
-0.000289015413727611,0.000193358093383722,1713350766.7726
-0.000298030616249889,0.000207157354452647,1713350766.77383
-0.000321758619975299,0.000214874366065487,1713350766.81283
-0.000296804530080408,0.000290361669613048,1713350766.81423
-0.000278437568340451,0.000268340547336265,1713350766.86881
-0.000299641338642687,0.000224009781959467,1713350766.87002
-0.000283774570561945,0.000211676975595765,1713350766.94469
-0.000301684776786715,0.000224851202801801,1713350766.94556
-0.000263965164776891,0.000214489729842171,1713350766.96153
-0.000291323289275169,0.000238626424106769,1713350766.99261
-0.000259541702689603,0.000206099575734697,1713350767.01704
-0.000302237691357732,0.000221317241084762,1713350767.01884
-0.000279904052149504,0.000220908550545573,1713350767.06901
-0.000251728517469019,0.000253315200097859,1713350767.07059
-0.000227712022024207,0.000219201669096947,1713350767.1168
-0.000265672046225518,0.000223745330004022,1713350767.11808
-0.000269206007942557,0.00023434721515514,1713350767.15318
-0.000256368337431923,0.000252882484346628,1713350767.15473
-0.000277620187262073,0.000231462341616862,1713350767.17244
-0.00029687667847611,0.000230765173910186,1713350767.17399
-0.000268989620963112,0.00024312200548593,1713350767.20076
-0.000264902744675055,0.000223408758756705,1713350767.20228
-0.000242400798015296,0.00023324134235736,1713350767.22204
-0.00022864960192237,0.000236510866670869,1713350767.22275
-0.000279735744697973,0.000234539533266798,1713350767.24881
-0.00025692128110677,0.000233409635256976,1713350767.25058
-0.000216388929402456,0.000232952865189873,1713350767.29685
-0.000228192831855267,0.000222831789869815,1713350767.29836
-0.000204464813577943,0.000227447570068762,1713350767.34482
-0.000175135355675593,0.000234659746638499,1713350767.3464
-0.000162225580425002,0.000208792116609402,1713350767.44496
-0.000149460058310069,0.0002065563458018,1713350767.44652
-0.000140685253427364,0.000195377491763793,1713350767.48072
-0.000117317846161313,0.000186386329005472,1713350767.48205
-0.000112774185254239,0.000252858444582671,1713350767.53305
-9.71237968769856E-05,0.000202325216378085,1713350767.53468
-8.92865791684017E-05,8.22667352622375E-05,1713350767.58077
-0.000114817630674224,0.000185136217623949,1713350767.58242
-0.000180015587829985,8.3661092503462E-05,1713350767.60538
-0.000288823095615953,0.000202036724658683,1713350767.6067
-0.000466049968963489,0.00019412738038227,1713350767.62924
-0.000552860379684716,0.000220403700950555,1713350767.63069
-0.000588248018175364,0.000215884079807438,1713350767.6612
-0.000621159560978413,0.000158282928168774,1713350767.6627
-0.000608754635322839,0.000138329283799976,1713350767.68913
-0.000542763329576701,0.000122366356663406,1713350767.69053
-0.000512688595335931,0.000129001549794339,1713350767.71285
-0.00055855797836557,0.000175664245034568,1713350767.7139
-0.000525934970937669,0.000127006191178225,1713350767.73678
-0.000597671954892576,0.000239275526837446,1713350767.7377
-0.00065479229670018,0.000278605846688151,1713350767.79271
-0.000684338097926229,0.000234323175391182,1713350767.79413
-0.000780259841121733,0.00022759182320442,1713350767.84126
-0.000647556036710739,0.000294977449811995,1713350767.84275
-0.000628684239927679,0.000363685336196795,1713350767.8769
-0.000640896847471595,0.000244828901486471,1713350767.87847
-0.000604715838562697,0.000384840997867286,1713350767.92119
-0.000657172291539609,0.000276129663689062,1713350767.92265
