tibialis_anterior,gastrocnemius,t
0.000475113251013681,-0.00624847365543246,1713350763.72055
0.00048932118806988,-0.00624751206487417,1713350763.72223
0.000482613890198991,-0.00624241540208459,1713350763.74464
0.00047583447303623,-0.00624518003314734,1713350763.77238
0.000484320771647617,-0.00623926613479853,1713350763.8244
0.000485426629893482,-0.00624193483963609,1713350763.82529
0.000488023011712357,-0.00623902585357428,1713350763.87663
0.000482613890198991,-0.00623873714357615,1713350763.87786
0.000483166833873838,-0.006239362526685,1713350763.90473
0.000493816798552871,-0.00624203076586127,1713350763.90578
0.000489922240376473,-0.00624491553753614,1713350763.92887
0.000488864432554692,-0.00624212715774775,1713350763.92981
0.000512231839820743,-0.00624282425269485,1713350763.9567
0.000461289950180799,-0.00623522745445371,1713350763.95779
0.000523506838362664,-0.00623303977772594,1713350764.00465
0.000536657054908574,-0.00623390497639775,1713350764.00576
0.00050898635527119,-0.00623645354062319,1713350764.02858
0.000517328444402665,-0.00623178947716951,1713350764.02958
0.000500403926707804,-0.00623313570395112,1713350764.05724
0.000527882250025868,-0.00623068353161216,1713350764.05837
0.000505091797094792,-0.00623525120317936,1713350764.1127
0.000487710494780913,-0.0062338812276721,1713350764.11378
0.000511775084305555,-0.00623484281823039,1713350764.14071
0.000538676453288645,-0.00623941048979759,1713350764.14194
0.000454318185802549,-0.00623736716806889,1713350764.2016
0.000527858210261911,-0.00624253554269671,1713350764.20185
0.000518290093168616,-0.00624126149341464,1713350764.23264
0.000538484135176986,-0.00624986784532666,1713350764.23365
0.00053615216165781,-0.00625441176816821,1713350764.28519
0.000522016372997314,-0.0062528969720006,1713350764.28574
0.000526920601259917,-0.00625782553106546,1713350764.30836
0.000549110060092062,-0.00625967653468251,1713350764.33655
0.000503721472341567,-0.00625549349933863,1713350764.36458
0.000516318716108799,-0.00625708000734448,1713350764.36576
0.000530670920852572,-0.0062533300369978,1713350764.41391
0.000524035771377385,-0.00625320943072438,1713350764.41434
0.000537546526174992,-0.006255853921175,1713350764.43647
0.000481003196910024,-0.00626301812008023,1713350764.43776
0.000537402287591249,-0.00625700829550624,1713350764.46077
0.000497663277201355,-0.00625643087550998,1713350764.46211
0.000530983495991677,-0.00626157596707344,1713350764.51652
0.000494129315484315,-0.0062540271319449,1713350764.51805
0.000536801293492317,-0.0062613352201879,1713350764.54045
0.000532930775079876,-0.00626575900241733,1713350764.54124
0.000526463845744729,-0.00625871494412422,1713350764.59239
0.000526271527633071,-0.0062779956497252,1713350764.5934
0.000520165252964944,-0.00627676956355572,1713350764.62038
0.000482085015391931,-0.00625455612316728,1713350764.62131
0.00049840850988403,-0.00625878712162375,1713350764.67637
0.000582622538786382,-0.00623986730352044,1713350764.67762
0.000530406483449042,-0.00624426640570164,1713350764.69636
0.000529757409822196,-0.00624527642503381,1713350764.69728
0.000536440697032958,-0.00621205242350698,1713350764.75635
0.000514058920089155,-0.00621738936752081,1713350764.75733
0.000523771333973855,-0.00627751462161541,1713350764.80086
0.00053704169113189,-0.0062409732490778,1713350764.80215
0.000524660805240274,-0.00626866752281785,1713350764.86436
0.000529204495251179,-0.00629742024466395,1713350764.86538
0.000535214610863477,-0.00624768016859889,1713350764.9002
0.000548941781744361,-0.00629040040075779,1713350764.90139
0.000559183012228459,-0.00627773115411401,1713350764.92874
0.000560529297217727,-0.00625671958550811,1713350764.92989
0.000558053143322468,-0.00634804973378778,1713350764.95226
0.000561659224331379,-0.00622693356126547,1713350764.95304
0.000559567648451775,-0.00629660300910473,1713350765.01288
0.000565818219911307,-0.00625167088583112,1713350765.01401
0.000565649941563606,-0.00623385701328516,1713350765.03689
0.00056182750267908,-0.006230010651052,1713350765.03803
0.000547114701475948,-0.00622534658759832,1713350765.07652
0.000535551167558879,-0.00621212460100651,1713350765.07779
0.000507375632878393,-0.00622284645214677,1713350765.10516
0.000519275723490864,-0.0061950315721333,1713350765.10566
0.000521559559274465,-0.00620479183271527,1713350765.14905
0.000496148713864386,-0.00621645152568817,1713350765.15037
0.000511919322889298,-0.00622582761570811,1713350765.22056
0.000511174090206623,-0.00622150022536516,1713350765.22142
0.000571828335523605,-0.00621561007574201,1713350765.25638
0.000428714993176982,-0.00621303776279092,1713350765.25711
0.000495451560709626,-0.00620832573622465,1713350765.2725
0.000495715998113155,-0.0062414538115263,1713350765.27348
0.000484104413772002,-0.00616584625095129,1713350765.29677
0.000512087601236999,-0.00615656655281782,1713350765.2984
0.000589786621276289,-0.00614668615162373,1713350765.35281
0.000502591603435576,-0.00615868205204606,1713350765.35394
0.000431359454523772,-0.00616570189595223,1713350765.40088
0.000457948306575418,-0.00611536111682653,1713350765.40198
0.000481892697280273,-0.00617221696302295,1713350765.45235
0.000446529040345922,-0.0061509171500802,1713350765.45334
0.0004009481635876,-0.00611798139289022,1713350765.48459
0.000437057082308456,-0.00614377716556191,1713350765.48581
0.00047689225175418,-0.00616952450945973,1713350765.50845
0.000439244759036228,-0.00614993134513497,1713350765.50958
0.000416574534028769,-0.00615286454558373,1713350765.53666
0.000367627973901108,-0.00617327494546771,1713350765.53775
0.000424483878305182,-0.00616293726488948,1713350765.58839
0.000423257792135701,-0.0061689717695117,1713350765.58913
0.000375465198885649,-0.00614921050146222,1713350765.63693
0.00029608333716169,-0.00619084853678942,1713350765.6381
0.000360896636266261,-0.00615370599552989,1713350765.66109
0.000478719332022592,-0.00615041237324476,1713350765.66235
0.000474704575026408,-0.00617149565368891,1713350765.74092
0.000419026677263901,-0.00616416335105896,1713350765.74206
0.000511101970914751,-0.00614594062790275,1713350765.76523
0.000111692359496374,-0.00617474131286144,1713350765.76626
0.000328489986713976,-0.00613447325304151,1713350765.78189
0.000273268844466656,-0.0061627933755517,1713350765.78329
0.000310675939545035,-0.00615998031571507,1713350765.82834
0.000521391280926764,-0.0061056730337441,1713350765.82948
0.000384552520699799,-0.00611540907993913,1713350765.86045
0.000420372933149338,-0.00608939724043012,1713350765.86207
0.000483936135424301,-0.00606475584208965,1713350765.91256
0.000524228089489043,-0.00607692031189799,1713350765.914
0.000485691096400842,-0.00608511827886105,1713350765.96456
0.000454823020845652,-0.00607110233977437,1713350765.96567
0.00053281057626009,-0.00605884194374085,1713350766.00075
0.000452827662229538,-0.00609634490683675,1713350766.00199
0.00043984578223899,-0.00609579216688871,1713350766.04083
0.000406549632316455,-0.00612276559695601,1713350766.04199
0.000396572810132056,-0.00613430514931679,1713350766.06973
0.000400010583689436,-0.00614007469266653,1713350766.0703
0.00033868316677399,-0.00615805713459849,1713350766.14446
0.000363781495252624,-0.00615178281441331,1713350766.14552
0.000335269403876737,-0.00615046033635736,1713350766.16868
0.00034159206552431,-0.00615175860002637,1713350766.16987
0.000320051738526672,-0.00618327595293522,1713350766.19619
0.000410684588132426,-0.00613562716171145,1713350766.19698
0.000437393639003858,-0.00611889502033591,1713350766.22061
0.000459486909676343,-0.00600604899227619,1713350766.22187
0.000472420710138977,-0.00621710065752268,1713350766.26904
0.000507736287545413,-0.0062035177834332,1713350766.27022
0.000539541884791106,-0.00620279647409916,1713350766.3165
0.000549398537259549,-0.00621176371350884,1713350766.31751
0.000545528018847108,-0.00623691035434604,1713350766.3458
0.000545503979083151,-0.00618421332910657,1713350766.34622
0.000555024016648531,-0.00620219577103853,1713350766.39636
0.000546994444448501,-0.00622835196554661,1713350766.39762
0.000533844286110252,-0.00626313826069236,1713350766.42845
0.000523939612321556,-0.00631148414686322,1713350766.42977
0.000504274445120245,-0.00610249955207109,1713350766.47634
0.000509322970174253,-0.00613322341814637,1713350766.47728
0.000492614752147347,-0.0062576811760664,1713350766.50048
0.000490979989990592,-0.00621188385412097,1713350766.52422
0.000490811711642891,-0.00622787093743682,1713350766.56081
0.000485498778289184,-0.0063362936489284,1713350766.56209
0.000482734089018777,-0.00623433804139495,1713350766.58023
0.000477757712360472,-0.00630645966157317,1713350766.58122
0.00046780492994003,-0.00629816530272365,1713350766.62092
0.000454173947218806,-0.0062492429278791,1713350766.62203
0.000438860122812912,-0.00622082687914372,1713350766.67641
0.000430950778536499,-0.00622294284403324,1713350766.67787
0.000438499497249723,-0.00620827777311206,1713350766.70061
0.000437946582678705,-0.00620960025116801,1713350766.70216
0.000449894723715261,-0.0061925551854074,1713350766.75263
0.000449654326075688,-0.00618673767894506,1713350766.75347
0.000460087903775275,-0.00618147291243076,1713350766.80502
0.000460520648630336,-0.00617113523185253,1713350766.8058
0.000472228392027319,-0.00616156728938222,1713350766.87647
0.000473478488856927,-0.00615510018542409,1713350766.87771
0.000467035628389567,-0.0061447867192328,1713350766.90102
0.000498095992952585,-0.00612726109102368,1713350766.90218
0.000485763215692714,-0.00611456762999296,1713350766.95244
0.000476748013170436,-0.00610961532220244,1713350766.9535
0.000485234311781824,-0.00610656244680285,1713350766.96102
0.000487566256197169,-0.00610894244164228,1713350766.96207
0.000499874993693084,-0.00612009735777974,1713350767.00443
0.000484272692119703,-0.00611567357555032,1713350767.00552
0.000439172639744356,-0.00610192259773612,1713350767.03244
0.000470425351522863,-0.00610358128324151,1713350767.03366
0.000451120780780911,-0.00612194836139679,1713350767.06052
0.000434965535532683,-0.00613127602264285,1713350767.08887
0.00043208067654632,-0.00613920949399471,1713350767.10845
0.00036717121838592,-0.00615642266348004,1713350767.10969
